Rk,Team,Date,TD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C
1936,BUF,2017-11-26,1,Sun,11,12,@,KAN,W 16-10,19,29,10,65.5,164,1,0,3.4,0.0,94.5,2,19,6.45,5.7,5.29,6.34,5.94,8.6
1937,MIA,2017-11-26,1,Sun,11,12,@,NWE,L 17-35,23,34,11,67.6,154,1,2,2.9,5.9,70.1,7,61,17.07,4.5,3.76,2.47,2.05,6.7
1938,NOR,2017-11-26,1,Sun,11,12,@,LAR,L 20-26,22,32,10,68.8,223,1,0,3.1,0.0,101.8,3,23,8.57,7.0,6.37,7.59,6.94,10.1
1939,TEN,2017-11-26,1,Sun,11,12,@,IND,W 20-16,17,25,8,68.0,184,1,2,4.0,8.0,69.4,0,0,0.00,7.4,7.36,4.56,4.56,10.8
1940,BUF,2017-11-19,1,Sun,10,11,@,LAC,L 24-54,21,39,18,53.8,220,1,5,2.6,12.8,39.9,1,4,2.50,5.6,5.50,0.38,0.38,10.5
1941,JAX,2017-11-19,1,Sun,10,11,@,CLE,W 19-7,17,30,13,56.7,145,1,0,3.3,0.0,81.8,2,9,6.25,4.8,4.53,5.50,5.16,8.5
1942,BAL,2017-11-19,1,Sun,10,11,@,GNB,W 23-0,22,28,6,78.6,161,1,1,3.6,3.6,90.9,3,22,9.68,5.8,5.19,4.86,4.39,7.3
1943,TEN,2017-11-16,1,Thu,10,11,@,PIT,L 17-40,22,34,12,64.7,264,1,4,2.9,11.8,63.7,5,42,12.82,7.8,6.77,3.06,2.67,12.0
1944,CLE,2017-11-12,1,Sun,9,10,@,DET,L 24-38,22,40,18,55.0,212,1,1,2.5,2.5,70.5,4,25,9.09,5.3,4.82,4.68,4.25,9.6
1945,GNB,2017-11-12,1,Sun,9,10,@,CHI,W 23-16,18,25,7,72.0,182,1,0,4.0,0.0,110.7,3,30,10.71,7.3,6.50,8.08,7.21,10.1
1946,HOU,2017-11-12,1,Sun,9,10,@,LAR,L 7-33,18,36,18,50.0,194,1,2,2.8,5.6,55.4,3,27,7.69,5.4,4.97,3.44,3.18,10.8
1947,NYJ,2017-11-12,1,Sun,10,10,@,TAM,L 10-15,23,39,16,59.0,219,1,1,2.6,2.6,77.1,6,43,13.33,5.6,4.87,4.97,4.31,9.5
1948,DEN,2017-11-05,1,Sun,8,9,@,PHI,L 23-51,19,38,19,50.0,191,1,2,2.6,5.3,53.4,3,17,7.32,5.0,4.66,3.18,2.95,10.1
1949,OAK,2017-11-05,1,Sun,9,9,@,MIA,W 27-24,21,30,9,70.0,295,1,1,3.3,3.3,99.3,1,5,3.23,9.8,9.52,9.00,8.71,14.0
1950,TAM,2017-11-05,1,Sun,8,9,@,NOR,L 10-30,15,28,13,53.6,113,1,0,3.6,0.0,78.7,4,22,12.50,4.0,3.53,4.75,4.16,7.5
1951,DEN,2017-10-30,1,Mon,7,8,@,KAN,L 19-29,19,36,17,52.8,187,1,3,2.8,8.3,43.5,3,11,7.69,5.2,4.79,2.00,1.85,9.8
1952,CAR,2017-10-29,1,Sun,8,8,@,TAM,W 17-3,18,32,14,56.3,154,1,1,3.1,3.1,66.4,0,0,0.00,4.8,4.81,4.03,4.03,8.6
1953,PIT,2017-10-29,1,Sun,8,8,@,DET,W 20-15,17,31,14,54.8,317,1,1,3.2,3.2,87.7,0,0,0.00,10.2,10.23,9.42,9.42,18.6
1954,OAK,2017-10-29,1,Sun,8,8,@,BUF,L 14-34,31,49,18,63.3,313,1,2,2.0,4.1,71.2,0,0,0.00,6.4,6.39,4.96,4.96,10.1
1955,LAC,2017-10-29,1,Sun,8,8,@,NWE,L 13-21,17,30,13,56.7,192,1,1,3.3,3.3,76.0,1,20,3.23,6.4,6.19,5.57,5.39,11.3
1956,SFO,2017-10-29,1,Sun,8,8,@,PHI,L 10-33,17,36,19,47.2,144,1,2,2.8,5.6,46.9,4,23,10.00,4.0,3.60,2.06,1.85,8.5
1957,ATL,2017-10-22,1,Sun,6,7,@,NWE,L 7-23,23,33,10,69.7,223,1,0,3.0,0.0,99.7,1,10,2.94,6.8,6.56,7.36,7.15,9.7
1958,JAX,2017-10-22,1,Sun,7,7,@,IND,W 27-0,18,27,9,66.7,330,1,0,3.7,0.0,120.9,1,0,3.57,12.2,11.79,12.96,12.50,18.3
1959,NOR,2017-10-22,1,Sun,6,7,@,GNB,W 26-17,27,38,11,71.1,324,1,2,2.6,5.3,84.4,1,7,2.56,8.5,8.31,6.68,6.51,12.0
1960,BAL,2017-10-22,1,Sun,7,7,@,MIN,L 16-24,27,39,12,69.2,144,1,0,2.6,0.0,88.2,5,42,11.36,3.7,3.27,4.21,3.73,5.3
1961,IND,2017-10-16,1,Mon,6,6,@,TEN,L 22-36,21,37,16,56.8,212,1,0,2.7,0.0,82.3,1,0,2.63,5.7,5.58,6.27,6.11,10.1
1962,CLE,2017-10-15,1,Sun,6,6,@,HOU,L 17-33,20,37,17,54.1,113,1,3,2.7,8.1,38.1,4,27,9.76,3.1,2.76,-0.05,-0.05,5.7
1963,GNB,2017-10-15,1,Sun,6,6,@,MIN,L 10-23,20,37,17,54.1,155,1,3,2.7,8.1,42.1,4,20,9.76,4.2,3.78,1.08,0.98,7.8
1964,NYG,2017-10-15,1,Sun,6,6,@,DEN,W 23-10,11,19,8,57.9,118,1,0,5.3,0.0,95.9,3,10,13.64,6.2,5.36,7.26,6.27,10.7
1965,PIT,2017-10-15,1,Sun,6,6,@,KAN,W 19-13,17,25,8,68.0,245,1,1,4.0,4.0,97.4,1,7,3.85,9.8,9.42,8.80,8.46,14.4
1966,LAR,2017-10-15,1,Sun,6,6,@,JAX,W 27-17,11,21,10,52.4,107,1,0,4.8,0.0,86.2,3,17,12.50,5.1,4.46,6.05,5.29,9.7
1967,LAC,2017-10-15,1,Sun,6,6,@,OAK,W 17-16,25,36,11,69.4,263,1,0,2.8,0.0,100.2,1,5,2.70,7.3,7.11,7.86,7.65,10.5
1968,SFO,2017-10-15,1,Sun,6,6,@,WAS,L 24-26,23,47,24,48.9,250,1,1,2.1,2.1,65.8,3,29,6.00,5.3,5.00,4.79,4.50,10.9
1969,MIN,2017-10-09,1,Mon,5,5,@,CHI,W 20-17,22,32,10,68.8,141,1,0,3.1,0.0,92.7,4,35,11.11,4.4,3.92,5.03,4.47,6.4
1970,BUF,2017-10-08,1,Sun,5,5,@,CIN,L 16-20,20,37,17,54.1,139,1,1,2.7,2.7,63.6,6,27,13.95,3.8,3.23,3.08,2.65,7.0
1971,ARI,2017-10-08,1,Sun,5,5,@,PHI,L 7-34,28,44,16,63.6,276,1,0,2.3,0.0,90.2,2,15,4.35,6.3,6.00,6.73,6.43,9.9
1972,TEN,2017-10-08,1,Sun,5,5,@,MIA,L 10-16,21,32,11,65.6,119,1,0,3.1,0.0,85.5,6,22,15.79,3.7,3.13,4.34,3.66,5.7
1973,SEA,2017-10-08,1,Sun,5,5,@,LAR,W 16-10,24,38,14,63.2,179,1,2,2.6,5.3,63.3,3,19,7.32,4.7,4.37,2.87,2.66,7.5
1974,NWE,2017-10-05,1,Thu,5,5,@,TAM,W 19-14,30,40,10,75.0,289,1,1,2.5,2.5,94.1,3,14,6.98,7.2,6.72,6.60,6.14,9.6
1975,BUF,2017-10-01,1,Sun,4,4,@,ATL,W 23-17,12,20,8,60.0,164,1,0,5.0,0.0,106.7,3,18,13.04,8.2,7.13,9.20,8.00,13.7
1976,IND,2017-10-01,1,Sun,4,4,@,SEA,L 18-46,16,29,13,55.2,139,1,1,3.4,3.4,67.7,3,18,9.38,4.8,4.34,3.93,3.56,8.7
1977,JAX,2017-10-01,1,Sun,4,4,@,NYJ,L 20-23 (OT),15,35,20,42.9,136,1,1,2.9,2.9,52.1,1,4,2.78,3.9,3.78,3.17,3.08,9.1
1978,PHI,2017-10-01,1,Sun,4,4,@,LAC,W 26-24,17,31,14,54.8,240,1,0,3.2,0.0,91.1,1,2,3.13,7.7,7.50,8.39,8.13,14.1
1979,PIT,2017-10-01,1,Sun,4,4,@,BAL,W 26-9,18,30,12,60.0,208,1,1,3.3,3.3,79.3,1,8,3.23,6.9,6.71,6.10,5.90,11.6
1980,OAK,2017-10-01,1,Sun,4,4,@,DEN,L 10-16,21,35,14,60.0,230,1,1,2.9,2.9,79.3,3,19,7.89,6.6,6.05,5.86,5.39,11.0
1981,CHI,2017-09-28,1,Thu,4,4,@,GNB,L 14-35,21,33,12,63.6,205,1,2,3.0,6.1,67.5,1,13,2.94,6.2,6.03,4.09,3.97,9.8
1982,MIA,2017-09-24,1,Sun,2,3,@,NYJ,L 6-20,26,45,19,57.8,195,1,2,2.2,4.4,59.5,3,25,6.25,4.3,4.06,2.78,2.60,7.5
1983,PIT,2017-09-24,1,Sun,3,3,@,CHI,L 17-23 (OT),22,39,17,56.4,212,1,0,2.6,0.0,82.7,3,23,7.14,5.4,5.05,5.95,5.52,9.6
1984,OAK,2017-09-24,1,Sun,3,3,@,WAS,L 10-27,19,31,12,61.3,96,1,2,3.2,6.5,52.9,4,22,11.43,3.1,2.74,0.84,0.74,5.1
1985,BAL,2017-09-24,1,Sun,3,3,@,JAX,L 7-44,14,27,13,51.9,52,1,2,3.7,7.4,39.3,2,12,6.90,1.9,1.79,-0.67,-0.62,3.7
1986,CHI,2017-09-17,1,Sun,2,2,@,TAM,L 7-29,31,45,14,68.9,290,1,2,2.2,4.4,76.3,1,11,2.17,6.4,6.30,4.89,4.78,9.4
1987,CLE,2017-09-17,1,Sun,2,2,@,BAL,L 10-24,20,42,22,47.6,293,1,4,2.4,9.5,39.9,3,7,6.67,7.0,6.51,3.17,2.96,14.7
1988,ARI,2017-09-17,1,Sun,2,2,@,IND,W 16-13 (OT),19,36,17,52.8,306,1,1,2.8,2.8,82.2,4,26,10.00,8.5,7.65,7.81,7.03,16.1
1989,MIA,2017-09-17,1,Sun,1,2,@,LAC,W 19-17,24,34,10,70.6,225,1,0,2.9,0.0,98.9,2,5,5.56,6.6,6.25,7.21,6.81,9.4
1990,TEN,2017-09-17,1,Sun,2,2,@,JAX,W 37-16,15,27,12,55.6,211,1,1,3.7,3.7,78.5,1,4,3.57,7.8,7.54,6.89,6.64,14.1
1991,WAS,2017-09-17,1,Sun,2,2,@,LAR,W 27-20,18,27,9,66.7,156,1,0,3.7,0.0,97.6,2,23,6.90,5.8,5.38,6.52,6.07,8.7
1992,NOR,2017-09-11,1,Mon,1,1,@,MIN,L 19-29,27,37,10,73.0,284,1,0,2.7,0.0,104.7,1,7,2.63,7.7,7.47,8.22,8.00,10.5
1993,ATL,2017-09-10,1,Sun,1,1,@,CHI,W 23-17,21,30,9,70.0,308,1,0,3.3,0.0,116.1,2,13,6.25,10.3,9.63,10.93,10.25,14.7
1994,ARI,2017-09-10,1,Sun,1,1,@,DET,L 23-35,27,48,21,56.3,263,1,3,2.1,6.3,53.1,1,5,2.04,5.5,5.37,3.08,3.02,9.7
1995,JAX,2017-09-10,1,Sun,1,1,@,HOU,W 29-7,11,21,10,52.4,125,1,0,4.8,0.0,86.4,0,0,0.00,6.0,5.95,6.90,6.90,11.4
1996,BAL,2017-09-10,1,Sun,1,1,@,CIN,W 20-0,9,17,8,52.9,111,1,1,5.9,5.9,71.0,1,10,5.56,6.5,6.17,5.06,4.78,12.3
1997,PIT,2017-01-22,1,Sun,3,20,@,NWE,L 17-36,31,47,16,66.0,314,1,1,2.1,2.1,83.1,0,0,0.00,6.7,6.68,6.15,6.15,10.1
1998,HOU,2017-01-14,1,Sat,2,19,@,NWE,L 16-34,23,40,17,57.5,180,1,3,2.5,7.5,47.6,3,17,6.98,4.5,4.19,1.63,1.51,7.8
1999,MIA,2017-01-08,1,Sun,1,18,@,PIT,L 12-30,29,36,7,80.6,253,1,1,2.8,2.8,97.8,5,36,12.20,7.0,6.17,6.33,5.56,8.7
2000,NYG,2017-01-08,1,Sun,1,18,@,GNB,L 13-38,23,44,21,52.3,295,1,1,2.3,2.3,72.1,2,4,4.35,6.7,6.41,6.14,5.87,12.8
2001,OAK,2017-01-07,1,Sat,1,18,@,HOU,L 14-27,18,45,27,40.0,139,1,3,2.2,6.7,30.0,3,22,6.25,3.1,2.90,0.53,0.50,7.7
2002,HOU,2017-01-01,1,Sun,16,17,@,TEN,L 17-24,26,48,22,54.2,243,1,0,2.1,0.0,78.3,4,35,7.69,5.1,4.67,5.48,5.06,9.3
2003,SEA,2017-01-01,1,Sun,16,17,@,SFO,W 25-23,23,38,15,60.5,289,1,0,2.6,0.0,94.2,2,11,5.00,7.6,7.23,8.13,7.73,12.6
2004,CHI,2017-01-01,1,Sun,16,17,@,MIN,L 10-38,13,20,7,65.0,140,1,2,5.0,10.0,64.4,2,9,9.09,7.0,6.36,3.50,3.18,10.8
2005,OAK,2017-01-01,1,Sun,16,17,@,DEN,L 6-24,20,32,12,62.5,164,1,1,3.1,3.1,73.8,2,7,5.88,5.1,4.82,4.34,4.09,8.2
2006,DAL,2017-01-01,1,Sun,16,17,@,PHI,L 13-27,16,29,13,55.2,126,1,2,3.4,6.9,52.5,3,25,9.38,4.3,3.94,1.93,1.75,7.9
2007,JAX,2017-01-01,1,Sun,16,17,@,IND,L 20-24,25,39,14,64.1,288,1,0,2.6,0.0,96.2,2,13,4.88,7.4,7.02,7.90,7.51,11.5
2008,CAR,2017-01-01,1,Sun,16,17,@,TAM,L 16-17,18,32,14,56.3,207,1,3,3.1,9.4,51.2,3,30,8.57,6.5,5.91,2.88,2.63,11.5
2009,BAL,2016-12-25,1,Sun,15,16,@,PIT,L 27-31,30,44,14,68.2,246,1,1,2.3,2.3,81.8,2,16,4.35,5.6,5.35,5.02,4.80,8.2
2010,ARI,2016-12-24,1,Sat,15,16,@,SEA,W 34-31,16,27,11,59.3,276,1,0,3.7,0.0,107.6,1,8,3.57,10.2,9.86,10.96,10.57,17.3
2011,WAS,2016-12-24,1,Sat,15,16,@,CHI,W 41-21,18,29,11,62.1,270,1,0,3.4,0.0,104.1,0,0,0.00,9.3,9.31,10.00,10.00,15.0
2012,CIN,2016-12-24,1,Sat,15,16,@,HOU,L 10-12,28,41,13,68.3,244,1,1,2.4,2.4,84.2,3,24,6.82,6.0,5.55,5.34,4.98,8.7
2013,NYG,2016-12-22,1,Thu,15,16,@,PHI,L 19-24,38,63,25,60.3,356,1,3,1.6,4.8,61.3,0,0,0.00,5.7,5.65,3.83,3.83,9.4
2014,OAK,2016-12-18,1,Sun,14,15,@,SDG,W 19-16,19,30,11,63.3,200,1,1,3.3,3.3,81.7,2,13,6.25,6.7,6.25,5.83,5.47,10.5
2015,PIT,2016-12-18,1,Sun,14,15,@,CIN,W 24-20,21,36,15,58.3,285,1,0,2.8,0.0,93.1,1,1,2.70,7.9,7.70,8.47,8.24,13.6
2016,MIN,2016-12-11,1,Sun,13,14,@,JAX,W 25-16,24,34,10,70.6,292,1,0,2.9,0.0,106.5,0,0,0.00,8.6,8.59,9.18,9.18,12.2
2017,DEN,2016-12-11,1,Sun,13,14,@,TEN,L 10-13,36,52,16,69.2,330,1,0,1.9,0.0,94.2,3,20,5.45,6.3,6.00,6.73,6.36,9.2
2018,SEA,2016-12-11,1,Sun,13,14,@,GNB,L 10-38,22,39,17,56.4,218,1,5,2.6,12.8,43.7,3,22,7.14,5.6,5.19,0.33,0.31,9.9
2019,CHI,2016-12-11,1,Sun,13,14,@,DET,L 17-20,20,32,12,62.5,204,1,0,3.1,0.0,92.2,1,8,3.03,6.4,6.18,7.00,6.79,10.2
2020,DAL,2016-12-11,1,Sun,13,14,@,NYG,L 7-10,17,37,20,45.9,152,1,2,2.7,5.4,45.4,3,13,7.50,4.1,3.80,2.22,2.05,8.9
2021,KAN,2016-12-04,1,Sun,12,13,@,ATL,W 29-28,21,25,4,84.0,266,1,0,4.0,0.0,125.0,1,4,3.85,10.6,10.23,11.44,11.00,12.7
2022,TAM,2016-12-04,1,Sun,12,13,@,SDG,W 28-21,20,30,10,66.7,268,1,1,3.3,3.3,93.7,1,12,3.23,8.9,8.65,8.10,7.84,13.4
2023,MIA,2016-12-04,1,Sun,12,13,@,BAL,L 6-38,29,40,11,72.5,215,1,3,2.5,7.5,63.1,2,11,4.76,5.4,5.12,2.50,2.38,7.4
2024,WAS,2016-12-04,1,Sun,12,13,@,ARI,L 23-31,21,37,16,56.8,246,1,1,2.7,2.7,77.6,2,25,5.13,6.6,6.31,5.97,5.67,11.7
2025,PHI,2016-12-04,1,Sun,12,13,@,CIN,L 14-32,36,60,24,60.0,306,1,3,1.7,5.0,58.2,1,2,1.64,5.1,5.02,3.18,3.13,8.5
2026,LAR,2016-12-04,1,Sun,12,13,@,NWE,L 10-26,14,32,18,43.8,126,1,2,3.1,6.3,43.9,4,35,11.11,3.9,3.50,1.75,1.56,9.0
2027,CAR,2016-12-04,1,Sun,12,13,@,SEA,L 7-40,14,33,19,42.4,182,1,1,3.0,3.0,57.9,0,0,0.00,5.5,5.52,4.76,4.76,13.0
2028,DAL,2016-12-01,1,Thu,12,13,@,MIN,W 17-15,12,18,6,66.7,124,1,0,5.6,0.0,108.3,3,15,14.29,6.9,5.90,8.00,6.86,10.3
2029,KAN,2016-11-27,1,Sun,11,12,@,DEN,W 30-27 (OT),26,44,18,59.1,190,1,0,2.3,0.0,79.7,6,30,12.00,4.3,3.80,4.77,4.20,7.3
2030,CIN,2016-11-27,1,Sun,11,12,@,BAL,L 14-19,26,48,22,54.2,261,1,0,2.1,0.0,78.7,3,22,5.88,5.4,5.12,5.85,5.51,10.0
2031,HOU,2016-11-21,1,Mon,10,11,@,OAK,L 20-27,26,39,13,66.7,230,1,1,2.6,2.6,81.5,2,13,4.88,5.9,5.61,5.26,5.00,8.8
2032,TAM,2016-11-20,1,Sun,10,11,@,KAN,W 19-17,24,39,15,61.5,326,1,0,2.6,0.0,97.3,1,5,2.50,8.4,8.15,8.87,8.65,13.6
2033,BAL,2016-11-20,1,Sun,10,11,@,DAL,L 17-27,23,35,12,65.7,267,1,0,2.9,0.0,98.4,1,2,2.78,7.6,7.42,8.20,7.97,11.6
2034,CHI,2016-11-20,1,Sun,10,11,@,NYG,L 16-22,17,30,13,56.7,222,1,1,3.3,3.3,81.5,4,30,11.76,7.4,6.53,6.57,5.79,13.1
2035,CIN,2016-11-14,1,Mon,9,10,@,NYG,L 20-21,16,29,13,55.2,186,1,1,3.4,3.4,74.5,3,18,9.38,6.4,5.81,5.55,5.03,11.6
2036,ATL,2016-11-13,1,Sun,10,10,@,PHI,L 15-24,18,33,15,54.5,255,1,1,3.0,3.0,78.7,2,12,5.71,7.7,7.29,6.97,6.57,14.2
2037,CHI,2016-11-13,1,Sun,9,10,@,TAM,L 10-36,16,30,14,53.3,161,1,2,3.3,6.7,55.1,4,21,11.76,5.4,4.74,3.03,2.68,10.1
2038,SFO,2016-11-13,1,Sun,9,10,@,ARI,L 20-23,17,30,13,56.7,198,1,0,3.3,0.0,89.6,3,12,9.09,6.6,6.00,7.27,6.61,11.6
2039,CLE,2016-11-10,1,Thu,10,10,@,BAL,L 7-28,17,31,14,54.8,111,1,2,3.2,6.5,51.8,4,39,11.43,3.6,3.17,1.32,1.17,6.5
2040,BUF,2016-11-07,1,Mon,9,9,@,SEA,L 25-31,27,39,12,69.2,263,1,1,2.6,2.6,88.5,5,26,11.36,6.7,5.98,6.10,5.41,9.7
2041,IND,2016-11-06,1,Sun,9,9,@,GNB,W 31-26,23,36,13,63.9,270,1,2,2.8,5.6,74.0,2,11,5.26,7.5,7.11,5.56,5.26,11.7
2042,NYJ,2016-11-06,1,Sun,9,9,@,MIA,L 23-27,18,29,11,62.1,191,1,2,3.4,6.9,67.2,3,22,9.38,6.6,5.97,4.17,3.78,10.6
2043,CAR,2016-11-06,1,Sun,8,9,@,LAR,W 13-10,20,32,12,62.5,185,1,0,3.1,0.0,93.9,5,40,13.51,5.8,5.00,6.41,5.54,9.3
2044,PIT,2016-11-06,1,Sun,8,9,@,BAL,L 14-21,23,45,22,51.1,241,1,1,2.2,2.2,67.3,2,23,4.26,5.4,5.13,4.80,4.60,10.5
2045,MIN,2016-10-31,1,Mon,7,8,@,CHI,L 10-20,23,37,14,62.2,201,1,0,2.7,0.0,88.6,5,27,11.90,5.4,4.79,5.97,5.26,8.7
2046,DET,2016-10-30,1,Sun,8,8,@,HOU,L 13-20,27,41,14,65.9,231,1,0,2.4,0.0,89.5,1,9,2.38,5.6,5.50,6.12,5.98,8.6
2047,PHI,2016-10-30,1,Sun,7,8,@,DAL,L 23-29 (OT),32,44,12,72.7,194,1,0,2.3,0.0,89.4,3,8,6.38,4.4,4.13,4.86,4.55,6.1
2048,NYJ,2016-10-30,1,Sun,8,8,@,CLE,W 31-28,16,34,18,47.1,222,1,0,2.9,0.0,79.0,2,6,5.56,6.5,6.17,7.12,6.72,13.9
2049,OAK,2016-10-23,1,Sun,7,7,@,JAX,W 33-16,23,37,14,62.2,200,1,0,2.7,0.0,85.4,0,0,0.00,5.4,5.41,5.95,5.95,8.7
2050,BUF,2016-10-23,1,Sun,7,7,@,MIA,L 25-28,14,28,14,50.0,200,1,0,3.6,0.0,88.5,4,21,12.50,7.1,6.25,7.86,6.88,14.3
2051,WAS,2016-10-23,1,Sun,7,7,@,DET,L 17-20,30,39,9,76.9,283,1,0,2.6,0.0,106.9,2,18,4.88,7.3,6.90,7.77,7.39,9.4
2052,SDG,2016-10-23,1,Sun,7,7,@,ATL,W 33-30 (OT),27,45,18,60.0,348,1,1,2.2,2.2,84.6,4,23,8.16,7.7,7.10,7.18,6.59,12.9
2053,MIN,2016-10-23,1,Sun,6,7,@,PHI,L 10-21,24,41,17,58.5,189,1,1,2.4,2.4,71.6,6,35,12.77,4.6,4.02,4.00,3.49,7.9
2054,PIT,2016-10-16,1,Sun,6,6,@,MIA,L 15-30,19,35,16,54.3,169,1,2,2.9,5.7,55.5,2,20,5.41,4.8,4.57,2.83,2.68,8.9
2055,JAX,2016-10-16,1,Sun,5,6,@,CHI,W 17-16,20,33,13,60.6,263,1,1,3.0,3.0,84.3,2,8,5.71,8.0,7.51,7.21,6.80,13.2
2056,SFO,2016-10-16,1,Sun,6,6,@,BUF,L 16-45,13,29,16,44.8,167,1,0,3.4,0.0,77.8,3,20,9.38,5.8,5.22,6.45,5.84,12.8
2057,IND,2016-10-16,1,Sun,6,6,@,HOU,L 23-26 (OT),21,32,11,65.6,231,1,1,3.1,3.1,87.0,3,21,8.57,7.2,6.60,6.44,5.89,11.0
2058,CIN,2016-10-16,1,Sun,6,6,@,NWE,L 17-35,21,31,10,67.7,237,1,0,3.2,0.0,103.4,2,17,6.06,7.6,7.18,8.29,7.79,11.3
2059,DEN,2016-10-13,1,Thu,6,6,@,SDG,L 13-21,30,50,20,60.0,220,1,0,2.0,0.0,77.9,2,10,3.85,4.4,4.23,4.80,4.62,7.3
2060,TAM,2016-10-10,1,Mon,5,5,@,CAR,W 17-14,18,30,12,60.0,202,1,0,3.3,0.0,93.6,2,17,6.25,6.7,6.31,7.40,6.94,11.2
2061,ATL,2016-10-09,1,Sun,5,5,@,DEN,W 23-16,15,28,13,53.6,250,1,0,3.6,0.0,98.4,2,17,6.67,8.9,8.33,9.64,9.00,16.7
2062,HOU,2016-10-09,1,Sun,5,5,@,MIN,L 13-31,19,42,23,45.2,155,1,1,2.4,2.4,56.1,4,29,8.70,3.7,3.37,3.10,2.83,8.2
2063,NYG,2016-10-09,1,Sun,5,5,@,GNB,L 16-23,18,35,17,51.4,178,1,0,2.9,0.0,78.2,4,21,10.26,5.1,4.56,5.66,5.08,9.9
2064,WAS,2016-10-09,1,Sun,5,5,@,BAL,W 16-10,29,41,12,70.7,250,1,1,2.4,2.4,85.4,1,10,2.38,6.1,5.95,5.49,5.36,8.6
2065,NYJ,2016-10-09,1,Sun,5,5,@,PIT,L 13-31,25,38,13,65.8,244,1,0,2.6,0.0,93.6,3,11,7.32,6.4,5.95,6.95,6.44,9.8
2066,CLE,2016-10-02,1,Sun,4,4,@,WAS,L 20-31,28,40,12,70.0,217,1,1,2.5,2.5,81.6,1,6,2.44,5.4,5.29,4.80,4.68,7.8
2067,BUF,2016-10-02,1,Sun,4,4,@,NWE,W 16-0,27,39,12,69.2,244,1,0,2.6,0.0,94.6,2,2,4.88,6.3,5.95,6.77,6.44,9.0
2068,MIA,2016-09-29,1,Thu,4,4,@,CIN,L 7-22,15,25,10,60.0,160,1,1,4.0,4.0,80.2,5,29,16.67,6.4,5.33,5.40,4.50,10.7
2069,OAK,2016-09-25,1,Sun,3,3,@,TEN,W 17-10,21,35,14,60.0,245,1,1,2.9,2.9,79.3,1,4,2.78,7.0,6.81,6.29,6.11,11.7
2070,MIN,2016-09-25,1,Sun,3,3,@,CAR,W 22-10,18,28,10,64.3,153,1,0,3.6,0.0,93.0,2,18,6.67,5.5,5.10,6.18,5.77,8.5
2071,PHI,2016-09-19,1,Mon,2,2,@,CHI,W 29-14,21,34,13,61.8,180,1,0,2.9,0.0,86.6,2,10,5.56,5.3,5.00,5.88,5.56,8.6
2072,TAM,2016-09-18,1,Sun,2,2,@,ARI,L 7-40,27,52,25,51.9,221,1,4,1.9,7.7,39.2,3,22,5.45,4.3,4.02,1.17,1.11,8.2
2073,NOR,2016-09-18,1,Sun,2,2,@,NYG,L 13-16,29,44,15,65.9,247,1,0,2.3,0.0,89.5,2,16,4.35,5.6,5.37,6.07,5.80,8.5
2074,IND,2016-09-18,1,Sun,2,2,@,DEN,L 20-34,21,40,19,52.5,170,1,1,2.5,2.5,64.3,5,27,11.11,4.3,3.78,3.63,3.22,8.1
2075,GNB,2016-09-18,1,Sun,2,2,@,MIN,L 14-17,20,36,16,55.6,180,1,1,2.8,2.8,70.7,5,33,12.20,5.0,4.39,4.31,3.78,9.0
2076,CIN,2016-09-18,1,Sun,2,2,@,PIT,L 16-24,31,54,23,57.4,366,1,0,1.9,0.0,84.3,1,0,1.82,6.8,6.65,7.15,7.02,11.8
2077,NYJ,2016-09-15,1,Thu,2,2,@,BUF,W 37-31,24,34,10,70.6,370,1,0,2.9,0.0,116.5,1,4,2.86,10.9,10.57,11.47,11.14,15.4
2078,CHI,2016-09-11,1,Sun,1,1,@,HOU,L 14-23,16,29,13,55.2,185,1,1,3.4,3.4,76.2,5,31,14.71,6.4,5.44,5.52,4.71,11.6
2079,OAK,2016-09-11,1,Sun,1,1,@,NOR,W 35-34,24,38,14,63.2,319,1,0,2.6,0.0,98.5,0,0,0.00,8.4,8.39,8.92,8.92,13.3
2080,SDG,2016-09-11,1,Sun,1,1,@,KAN,L 27-33 (OT),25,36,11,69.4,233,1,0,2.8,0.0,97.3,1,10,2.70,6.5,6.30,7.03,6.84,9.3
2081,CIN,2016-09-11,1,Sun,1,1,@,NYJ,W 23-22,23,30,7,76.7,324,1,1,3.3,3.3,114.0,7,42,18.92,10.8,8.76,9.97,8.08,14.1
2082,NWE,2016-09-11,1,Sun,1,1,@,ARI,W 23-21,24,33,9,72.7,257,1,0,3.0,0.0,106.1,2,7,5.71,7.8,7.34,8.39,7.91,10.7
2083,CAR,2016-09-08,1,Thu,1,1,@,DEN,L 20-21,18,33,15,54.5,176,1,1,3.0,3.0,69.5,3,18,8.33,5.3,4.89,4.58,4.19,9.8
2084,NWE,2016-01-24,1,Sun,2,20,@,DEN,L 18-20,27,56,29,48.2,292,1,2,1.8,3.6,56.4,4,18,6.67,5.2,4.87,3.96,3.70,10.8
2085,ARI,2016-01-24,1,Sun,2,20,@,CAR,L 15-49,23,41,18,56.1,227,1,4,2.4,9.8,41.3,3,8,6.82,5.5,5.16,1.63,1.52,9.9
